name,role,component,layer,dtype,shape,params
model.language_model.layers.21.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,21.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.21.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,21.0,F32,"(128,)",128
model.language_model.layers.21.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,21.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.21.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,21.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.21.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,21.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.21.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,21.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.21.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,21.0,BF16,"(4096,)",4096
model.language_model.layers.22.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,22.0,BF16,"(4096,)",4096
model.language_model.layers.22.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,22.0,F32,"(32,)",32
model.language_model.layers.22.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,22.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.22.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,22.0,BF16,"(32,)",32
model.language_model.layers.22.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,22.0,BF16,"(32, 4096)",131072
model.language_model.layers.22.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,22.0,BF16,"(32, 4096)",131072
model.language_model.layers.22.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,22.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.22.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,22.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.22.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,22.0,F32,"(128,)",128
model.language_model.layers.22.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,22.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.22.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,22.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.22.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,22.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.22.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,22.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.22.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,22.0,BF16,"(4096,)",4096
model.language_model.layers.23.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,23.0,BF16,"(4096,)",4096
model.language_model.layers.23.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,23.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.23.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,23.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.23.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,23.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.23.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,23.0,BF16,"(4096,)",4096
model.language_model.layers.23.self_attn.k_norm.weight,model.language_model.layers.N.self_attn.k_norm.weight,language model,23.0,BF16,"(256,)",256
model.language_model.layers.23.self_attn.k_proj.weight,model.language_model.layers.N.self_attn.k_proj.weight,language model,23.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.23.self_attn.o_proj.weight,model.language_model.layers.N.self_attn.o_proj.weight,language model,23.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.23.self_attn.q_norm.weight,model.language_model.layers.N.self_attn.q_norm.weight,language model,23.0,BF16,"(256,)",256
model.language_model.layers.23.self_attn.q_proj.weight,model.language_model.layers.N.self_attn.q_proj.weight,language model,23.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.23.self_attn.v_proj.weight,model.language_model.layers.N.self_attn.v_proj.weight,language model,23.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.24.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,24.0,BF16,"(4096,)",4096
model.language_model.layers.24.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,24.0,F32,"(32,)",32
model.language_model.layers.24.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,24.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.24.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,24.0,BF16,"(32,)",32
model.language_model.layers.24.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,24.0,BF16,"(32, 4096)",131072
model.language_model.layers.24.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,24.0,BF16,"(32, 4096)",131072
model.language_model.layers.24.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,24.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.24.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,24.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.24.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,24.0,F32,"(128,)",128
model.language_model.layers.24.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,24.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.24.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,24.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.24.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,24.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.24.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,24.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.24.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,24.0,BF16,"(4096,)",4096
model.language_model.layers.25.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,25.0,BF16,"(4096,)",4096
model.language_model.layers.25.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,25.0,F32,"(32,)",32
model.language_model.layers.25.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,25.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.25.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,25.0,BF16,"(32,)",32
model.language_model.layers.25.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,25.0,BF16,"(32, 4096)",131072
model.language_model.layers.25.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,25.0,BF16,"(32, 4096)",131072
model.language_model.layers.25.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,25.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.25.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,25.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.25.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,25.0,F32,"(128,)",128
model.language_model.layers.25.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,25.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.25.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,25.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.25.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,25.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.25.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,25.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.25.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,25.0,BF16,"(4096,)",4096
model.language_model.layers.26.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,26.0,BF16,"(4096,)",4096
model.language_model.layers.26.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,26.0,F32,"(32,)",32
model.language_model.layers.26.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,26.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.26.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,26.0,BF16,"(32,)",32
model.language_model.layers.26.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,26.0,BF16,"(32, 4096)",131072
model.language_model.layers.26.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,26.0,BF16,"(32, 4096)",131072
model.language_model.layers.26.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,26.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.26.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,26.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.26.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,26.0,F32,"(128,)",128
model.language_model.layers.26.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,26.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.26.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,26.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.26.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,26.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.26.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,26.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.26.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,26.0,BF16,"(4096,)",4096
model.language_model.layers.27.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,27.0,BF16,"(4096,)",4096
model.language_model.layers.27.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,27.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.27.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,27.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.27.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,27.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.27.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,27.0,BF16,"(4096,)",4096
model.language_model.layers.27.self_attn.k_norm.weight,model.language_model.layers.N.self_attn.k_norm.weight,language model,27.0,BF16,"(256,)",256
model.language_model.layers.27.self_attn.k_proj.weight,model.language_model.layers.N.self_attn.k_proj.weight,language model,27.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.27.self_attn.o_proj.weight,model.language_model.layers.N.self_attn.o_proj.weight,language model,27.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.27.self_attn.q_norm.weight,model.language_model.layers.N.self_attn.q_norm.weight,language model,27.0,BF16,"(256,)",256
model.language_model.layers.27.self_attn.q_proj.weight,model.language_model.layers.N.self_attn.q_proj.weight,language model,27.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.27.self_attn.v_proj.weight,model.language_model.layers.N.self_attn.v_proj.weight,language model,27.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.28.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,28.0,BF16,"(4096,)",4096
model.language_model.layers.28.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,28.0,F32,"(32,)",32
model.language_model.layers.28.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,28.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.28.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,28.0,BF16,"(32,)",32
model.language_model.layers.28.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,28.0,BF16,"(32, 4096)",131072
model.language_model.layers.28.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,28.0,BF16,"(32, 4096)",131072
model.language_model.layers.28.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,28.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.28.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,28.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.28.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,28.0,F32,"(128,)",128
model.language_model.layers.28.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,28.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.28.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,28.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.28.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,28.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.28.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,28.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.28.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,28.0,BF16,"(4096,)",4096
model.language_model.layers.29.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,29.0,BF16,"(4096,)",4096
model.language_model.layers.29.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,29.0,F32,"(32,)",32
model.language_model.layers.29.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,29.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.29.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,29.0,BF16,"(32,)",32
model.language_model.layers.29.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,29.0,BF16,"(32, 4096)",131072
model.language_model.layers.29.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,29.0,BF16,"(32, 4096)",131072
model.language_model.layers.29.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,29.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.29.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,29.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.29.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,29.0,F32,"(128,)",128
model.language_model.layers.29.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,29.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.29.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,29.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.29.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,29.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.29.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,29.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.29.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,29.0,BF16,"(4096,)",4096
model.language_model.layers.3.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,3.0,BF16,"(4096,)",4096
model.language_model.layers.3.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,3.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.3.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,3.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.3.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,3.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.3.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,3.0,BF16,"(4096,)",4096
model.language_model.layers.3.self_attn.k_norm.weight,model.language_model.layers.N.self_attn.k_norm.weight,language model,3.0,BF16,"(256,)",256
model.language_model.layers.3.self_attn.k_proj.weight,model.language_model.layers.N.self_attn.k_proj.weight,language model,3.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.3.self_attn.o_proj.weight,model.language_model.layers.N.self_attn.o_proj.weight,language model,3.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.3.self_attn.q_norm.weight,model.language_model.layers.N.self_attn.q_norm.weight,language model,3.0,BF16,"(256,)",256
model.language_model.layers.3.self_attn.q_proj.weight,model.language_model.layers.N.self_attn.q_proj.weight,language model,3.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.3.self_attn.v_proj.weight,model.language_model.layers.N.self_attn.v_proj.weight,language model,3.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.30.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,30.0,BF16,"(4096,)",4096
model.language_model.layers.30.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,30.0,F32,"(32,)",32
model.language_model.layers.30.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,30.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.30.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,30.0,BF16,"(32,)",32
model.language_model.layers.30.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,30.0,BF16,"(32, 4096)",131072
model.language_model.layers.30.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,30.0,BF16,"(32, 4096)",131072
model.language_model.layers.30.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,30.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.30.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,30.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.30.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,30.0,F32,"(128,)",128
model.language_model.layers.30.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,30.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.30.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,30.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.30.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,30.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.30.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,30.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.30.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,30.0,BF16,"(4096,)",4096
model.language_model.layers.31.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,31.0,BF16,"(4096,)",4096
model.language_model.layers.31.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,31.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.31.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,31.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.31.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,31.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.31.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,31.0,BF16,"(4096,)",4096
model.language_model.layers.31.self_attn.k_norm.weight,model.language_model.layers.N.self_attn.k_norm.weight,language model,31.0,BF16,"(256,)",256
model.language_model.layers.31.self_attn.k_proj.weight,model.language_model.layers.N.self_attn.k_proj.weight,language model,31.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.31.self_attn.o_proj.weight,model.language_model.layers.N.self_attn.o_proj.weight,language model,31.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.31.self_attn.q_norm.weight,model.language_model.layers.N.self_attn.q_norm.weight,language model,31.0,BF16,"(256,)",256
model.language_model.layers.31.self_attn.q_proj.weight,model.language_model.layers.N.self_attn.q_proj.weight,language model,31.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.31.self_attn.v_proj.weight,model.language_model.layers.N.self_attn.v_proj.weight,language model,31.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.4.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,4.0,BF16,"(4096,)",4096
model.language_model.layers.4.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,4.0,F32,"(32,)",32
model.language_model.layers.4.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,4.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.4.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,4.0,BF16,"(32,)",32
model.language_model.layers.4.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,4.0,BF16,"(32, 4096)",131072
model.language_model.layers.4.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,4.0,BF16,"(32, 4096)",131072
model.language_model.layers.4.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,4.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.4.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,4.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.4.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,4.0,F32,"(128,)",128
model.language_model.layers.4.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,4.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.4.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,4.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.4.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,4.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.4.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,4.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.4.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,4.0,BF16,"(4096,)",4096
model.language_model.layers.5.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,5.0,BF16,"(4096,)",4096
model.language_model.layers.5.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,5.0,F32,"(32,)",32
model.language_model.layers.5.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,5.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.5.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,5.0,BF16,"(32,)",32
model.language_model.layers.5.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,5.0,BF16,"(32, 4096)",131072
model.language_model.layers.5.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,5.0,BF16,"(32, 4096)",131072
model.language_model.layers.5.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,5.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.5.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,5.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.5.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,5.0,F32,"(128,)",128
model.language_model.layers.5.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,5.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.5.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,5.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.5.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,5.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.5.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,5.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.5.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,5.0,BF16,"(4096,)",4096
model.language_model.layers.6.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,6.0,BF16,"(4096,)",4096
model.language_model.layers.6.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,6.0,F32,"(32,)",32
model.language_model.layers.6.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,6.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.6.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,6.0,BF16,"(32,)",32
model.language_model.layers.6.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,6.0,BF16,"(32, 4096)",131072
model.language_model.layers.6.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,6.0,BF16,"(32, 4096)",131072
model.language_model.layers.6.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,6.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.6.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,6.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.6.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,6.0,F32,"(128,)",128
model.language_model.layers.6.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,6.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.6.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,6.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.6.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,6.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.6.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,6.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.6.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,6.0,BF16,"(4096,)",4096
model.language_model.layers.7.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,7.0,BF16,"(4096,)",4096
model.language_model.layers.7.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,7.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.7.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,7.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.7.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,7.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.7.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,7.0,BF16,"(4096,)",4096
